attacker_id,n_positive,n_negative,n_total,positive_ratio,negative_ratio,intensity,longevity,similarity_median,log_affect_ratio,log_affect_ratio_z,intensity_scaled,longevity_scaled,similarity_scaled,saints_naive
NZL-2021-LYNNMALL,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9402409364100551,0.0,0.0,0.0,0.0
RUS-2021-PERM,,,,0.5,0.5,0.0,0.0,0.0,0.0,0.9402409364100551,0.0,0.0,0.0,0.0
NOR-2021-KONGSBERG,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.9402409364100551,0.0,0.0,0.0,0.0
UK-2021-AMESS,,,,0.5,0.5,0.0,0.0,0.0,0.0,0.9402409364100551,0.0,0.0,0.0,0.0
JPN-2021-KEIO,9,60,119,0.07563025210084033,0.5042016806722689,0.0,0.0,0.5932128429412842,-1.8971087460824387,0.49813029851544627,0.0,0.0,0.7516830328162605,0.37443609352575985
UK-2021-LIVERPOOL,,,,0.5,0.5,0.0,0.0,0.0,0.0,0.9402409364100551,0.0,0.0,0.0,0.0
USA-2021-OXFORD,0,2,2,0.0,1.0,0.0,0.0,0.0,-13.815511557963774,-2.2793871636368173,0.0,0.0,0.0,-0.0
DEU-2022-VEREINTEPATRIOTEN,161,1114,1617,0.09956709956709957,0.6889301175015461,0.0,0.0,0.4758121073246002,-1.9342994635999196,0.48946320872453913,0.0,0.0,0.6029200010422776,0.2951071583143557
USA-2022-BUFFALO,1,1,9,0.1111111111111111,0.1111111111111111,0.0,0.0,0.517108678817749,0.0,0.9402409364100551,0.0,0.0,0.6552484906801126,0.6160914544583443
USA-2022-UVALDE,49,644,1064,0.046052631578947366,0.6052631578947368,0.0,0.0,0.5221100449562073,-2.5758583661163126,0.33995147608179577,0.0,0.0,0.6615859159599509,0.22490710868551217
NOR-2022-OSLOPRIDE,,,,0.5,0.5,0.0,0.0,0.0,0.0,0.9402409364100551,0.0,0.0,0.0,0.0
DNK-2022-COPENHAGEN,29,765,1011,0.028684470820969338,0.7566765578635015,0.0,0.0,0.4861322045326233,-3.2725464639465183,0.1775921912061415,0.0,0.0,0.6159969970321524,0.10939625647934298
USA-2022-HIGHLAND,,,,0.5,0.5,0.0,0.0,0.0,0.0,0.9402409364100551,0.0,0.0,0.0,0.0
JPN-2022-ABE,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.9402409364100551,0.0,0.0,0.0,0.0
CAN-2022-JAMESSMITH,105,336,790,0.13291139240506328,0.4253164556962025,0.0,0.0,0.5505535006523132,-1.163145637212173,0.6691763173184415,0.0,0.0,0.6976277233750006,0.4668359507873313
RUS-2022-IZHEVSK,0,6,8,0.0,0.75,0.0,0.0,0.6322762966156006,-13.527829818844937,-2.2123445349761757,0.0,0.0,0.8011818521347998,-1.7724902920925147
SVK-2022-BRATISLAVA,,,,0.5,0.5,0.0,0.0,0.0,0.0,0.9402409364100551,0.0,0.0,0.0,0.0
USA-2022-CLUBQ,20,328,643,0.03110419906687403,0.5101088646967341,0.0,0.0,0.5235307216644287,-2.7972511457108853,0.2883571206111665,0.0,0.0,0.6633861105939585,0.1912921087043147
USA-2022-CHESAPEAKE,47,1466,1798,0.02614015572858732,0.8153503893214683,0.0,0.0,0.49233415722846985,-3.440108252614929,0.1385428486589992,0.0,0.0,0.6238557321678958,0.08643075028678593
DEU-2022-REUSS,,,,0.5,0.5,0.0,0.0,0.0,0.0,0.9402409364100551,0.0,0.0,0.0,0.0
AUS-2022-WIEAMBILLA,106,2112,2773,0.03822574828705373,0.7616300036062027,0.0,0.0,0.49266278743743896,-2.9919267036515262,0.24298906499424006,0.0,0.0,0.6242721522692007,0.15169130658183494
USA-2023-MONTEREY,73,2320,3093,0.023601681215648238,0.7500808276753961,0.0,0.0,0.4899423122406006,-3.4588219877352944,0.13418171681110674,0.0,0.0,0.6208249324879808,0.0833033552803767
USA-2023-HALFMOONBAY,41,573,1010,0.040594059405940595,0.5673267326732673,0.0,0.0,0.567987859249115,-2.6372907788186573,0.32563499410714664,0.0,0.0,0.7197194762781779,0.23436584741664312
ESP-2023-ALGECIRAS,,,,0.5,0.5,0.0,0.0,0.0,0.0,0.9402409364100551,0.0,0.0,0.0,0.0
DEU-2023-BROKSTEDT,0,5,9,0.0,0.5555555555555556,0.0,0.0,0.5629695057868958,-13.227725693060535,-2.1424069382204123,0.0,0.0,0.713360525700639,-1.5283085397136098
USA-2023-NASHVILLE,59,754,1133,0.05207413945278023,0.6654898499558694,0.0,0.0,0.48624032735824585,-2.54783722354818,0.34648164744962867,0.0,0.0,0.6161340036638323,0.21347912463918017
USA-2023-LOUISVILLE,38,759,1017,0.03736479842674533,0.7463126843657817,0.0,0.0,0.5848425626754761,-2.9943901947895273,0.24241496209122068,0.0,0.0,0.7410767256019247,0.17964808634347654
JPN-2023-KISHIDA,24,218,370,0.06486486486486487,0.5891891891891892,0.0,0.0,0.541156530380249,-2.2064275131395785,0.4260452808806884,0.0,0.0,0.6857204573785889,0.292147964869495
USA-2023-ALLEN,45,552,1015,0.04433497536945813,0.5438423645320197,0.0,0.0,0.5098790526390076,-2.5068648399720184,0.3560300334745868,0.0,0.0,0.6460875505608473,0.23002657225369225
JPN-2023-NAGANO,47,326,656,0.07164634146341463,0.4969512195121951,0.0,0.0,0.5430840849876404,-1.9367378345751591,0.48889495993568455,0.0,0.0,0.6881629366850363,0.33643939135985385
FRA-2023-ANNECY,3,98,141,0.02127659574468085,0.6950354609929078,0.0,0.0,0.5465401411056519,-3.486309629881403,0.12777587474826765,0.0,0.0,0.6925422396203693,0.08849019046761708
UK-2023-NOTTINGHAM,,,,0.5,0.5,0.0,0.0,0.0,0.0,0.9402409364100551,0.0,0.0,0.0,0.0
NZL-2023-AUCKLANDCBD,50,694,1060,0.04716981132075472,0.6547169811320754,0.0,0.0,0.49498963356018066,-2.6304292826797306,0.32723402760544057,0.0,0.0,0.627220589362651,0.20524791965419845
KOR-2023-SILLIM,32,637,1005,0.031840796019900496,0.6338308457711442,0.0,0.0,0.49658337235450745,-2.9910039247223645,0.243204113489404,0.0,0.0,0.6292400776874428,0.15303377526597822
KOR-2023-BUNDANG,0,1,1,0.0,1.0,0.0,0.0,0.0,-13.815511557963774,-2.2793871636368173,0.0,0.0,0.0,-0.0
USA-2023-JACKSONVILLE,0,2,2,0.0,1.0,0.0,0.0,0.0,-13.815511557963774,-2.2793871636368173,0.0,0.0,0.0,-0.0
NLD-2023-ROTTERDAM,,,,0.5,0.5,0.0,0.0,0.0,0.0,0.9402409364100551,0.0,0.0,0.0,0.0
FRA-2023-ARRAS,,,,0.5,0.5,0.0,0.0,0.0,0.0,0.9402409364100551,0.0,0.0,0.0,0.0
BEL-2023-BRUSSELS,0,1,1,0.0,1.0,0.0,0.0,0.0,-13.815511557963774,-2.2793871636368173,0.0,0.0,0.0,-0.0
USA-2023-LEWISTON,42,993,1433,0.02930914166085136,0.6929518492672715,0.0,0.0,0.48794978857040405,-3.1630283703968973,0.2031147735568953,0.0,0.0,0.6183001283587489,0.1255858905617866
FRA-2023-CREPOL,0,22,27,0.0,0.8148148148148148,0.0,0.0,0.5167335867881775,-13.610717372590235,-2.2316610181959864,0.0,0.0,0.6547731970014128,-1.461231819507614
RUS-2023-BRYANSK,,,,0.5,0.5,0.0,0.0,0.0,0.0,0.9402409364100551,0.0,0.0,0.0,0.0
CZE-2023-PRAGUE,7,174,383,0.018276762402088774,0.45430809399477806,0.0,0.0,0.5114946365356445,-3.213092638517276,0.19144757442551483,0.0,0.0,0.6481347196632085,0.12408381998048229
FIN-2024-VIERTOLA,19,812,1009,0.018830525272547076,0.8047571853320119,0.0,0.0,0.5005286931991577,-3.7550094997521795,0.06515686510209885,0.0,0.0,0.6342393469602314,0.04132504757233107
AUS-2024-BONDI,0,1,3,0.0,0.3333333333333333,0.0,0.0,0.0,-12.716901269291665,-2.023362148452316,0.0,0.0,0.0,-0.0
AUS-2024-WAKELEY,6,819,1002,0.005988023952095809,0.8173652694610778,0.0,0.0,0.514815092086792,-4.916158852010437,-0.20544253088819414,0.0,0.0,0.652342197853739,-0.13401883213223922
UK-2024-HAINAULT,5,41,69,0.07246376811594203,0.5942028985507246,0.0,0.0,0.4619155526161194,-2.1041220372908396,0.44988700280675026,0.0,0.0,0.5853111368491571,0.2633238730664789
DEU-2024-MANNHEIM,1,19,25,0.04,0.76,0.0,0.0,0.5334746837615967,-2.944415295267543,0.25406133436798595,0.0,0.0,0.6759864911763274,0.17174202996299048
USA-2024-TAKHISTOV,12,341,418,0.028708133971291867,0.8157894736842105,0.0,0.0,0.5035885572433472,-3.3469422205745496,0.16025467405674676,0.0,0.0,0.6381166195313,0.10226117087318155
MEX-2024-UTEG,0,1,1,0.0,1.0,0.0,0.0,0.0,-13.815511557963774,-2.2793871636368173,0.0,0.0,0.0,-0.0
USA-2024-BUTLER,18,953,1010,0.01782178217821782,0.9435643564356435,0.0,0.0,0.5302159190177917,-3.9691880960316572,0.015243734913842871,0.0,0.0,0.6718571838037618,0.01024161280986555
UK-2024-SOUTHPORT,,,,0.5,0.5,0.0,0.0,0.0,0.0,0.9402409364100551,0.0,0.0,0.0,0.0
TUR-2024-ESKISEHIR,,,,0.5,0.5,0.0,0.0,0.0,0.0,0.9402409364100551,0.0,0.0,0.0,0.0
DEU-2024-SOLINGEN,,,,0.5,0.5,0.0,0.0,0.0,0.0,0.9402409364100551,0.0,0.0,0.0,0.0
